1 18727462
2 18728715
4 18731712
8 18755039
16 19346004
32 19347894
64 19531247
128 20493605
256 20490983
512 20494471
1024 20460083
2048 20417217
4096 20416457
8192 29557253
16384 28823294
32768 28797602
65536 28865318
131072 29956505
